,id,name,cuisines,average_cost_for_two,price_range,extamblishment_type,timings,locality,locality_verbose,address,latitude,longitude,aggregate_rating,votes
5280,32353,Sassanian,"Parsi, Bakery, Chinese, Iranian",600,2,Casual Dining,7 AM to 10 PM,Marine Lines,"Marine Lines, Mumbai","98, Marine View, Dhobi Talao, Marine Lines, Mumbai",72.8270528466,18.9424889420,3.8,753
5281,32245,Dark Temptations,"Bakery, Desserts",400,1,Bakery,9:30am – 10:30pm (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","​24/30, Federation House, Opposite Metro Cinema, Marine Lines, Mumbai",72.8281274065,18.9429582778,4.0,543
5282,16540968,Domino's Pizza,"Pizza, Fast Food",400,1,Quick Bites,11 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","Ground Floor, Chemox House, 7 Barrack Road, Bombay Hospital Lane, Marine Lines, Mumbai",72.8283034265,18.9416866285,3.6,395
5283,47133,K Bhagat Tarachand,North Indian,500,2,Casual Dining,"10 AM to 11:30 PM (Mon, Tue, Wed, Fri, Sat, Sun), Closed (Thu)",Marine Lines,"Marine Lines, Mumbai","50/52, Madhavdas Dwarkadas Building, Kavi Nirav Lane, Sheikh Memon Street, Zaveri Bazaar, Marine Lines, Mumbai",72.8300357983,18.9522489518,3.9,362
5284,32249,Cafe Metro,"Chinese, North Indian, Ice Cream",500,2,Casual Dining,8:30 AM to 11 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","5/A, Jehangir Mansion, 1st Marine Street, Next To Metro Cinema, Marine Lines, Mumbai",72.8285465017,18.9430036257,3.8,407
5285,37623,Panchavati Gaurav,"Gujarati, Rajasthani",800,2,Casual Dining,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",Marine Lines,"Marine Lines, Mumbai","Ground Floor, Kemox House, Karamchand Mansion, Bombay Hospital Lane, Marine Lines, Mumbai",72.8280727565,18.9415340934,3.7,282
5286,40608,Geeta Bhavan,"South Indian, North Indian, Fast Food",500,2,Casual Dining,8 AM to 12 Midnight (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","198, SG Marg, Princess Street, Marine Lines, Mumbai",72.8281133249,18.9458624221,3.7,179
5287,49451,Raju Chinese,"Chinese, Fast Food",300,1,,Mon-Sun (11 AM to 11 PM),Marine Lines,"Marine Lines, Mumbai","House 14, 1st Floor, Surti Chember, Dhobi Talav, Marine Lines, Mumbai",72.8270836920,18.9462851330,4.1,187
5288,18505331,Pengwin Station,"Fast Food, Desserts",500,2,Quick Bites,11 AM to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","B-3, Chadra Mahal, 241, Shamaldas Gandhi Marg, Marine Lines, Mumbai",72.8272868693,18.9453398194,3.8,139
5289,16708045,Satkar Veg Restaurant,"South Indian, North Indian, Chinese",500,2,Casual Dining,"11 AM to 10:30 PM (Mon-Sat),11 AM to 11 PM (Sun)",Marine Lines,"Marine Lines, Mumbai","Dalamal Chambers, 29, Behind Income Tax Building, Vithaldas Thakersay Marg, Marine Lines, Mumbai",72.8283218667,18.9392565146,3.7,129
5290,32403,Shreeji Sagar,"Chinese, South Indian, North Indian, Fast Food",500,2,Quick Bites,8 AM to 11:30 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","11, Kakad House, Liberty Cinema, New Marine Lines, Marine Lines, Mumbai",72.8274893761,18.9414912820,3.7,151
5291,40662,Colombo,"Chinese, North Indian, Biryani",550,2,Quick Bites,11 AM to 1:15 AM,Marine Lines,"Marine Lines, Mumbai","327, Jss Road, Thakurdwar, Marine Lines, Mumbai",72.8236132488,18.9509443945,2.7,85
5292,49991,Babulnath Dosa Centre,South Indian,150,1,Quick Bites,10 AM to 11:30 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Shop 10, Opposite Babulnath Mandir, Marine Lines, Mumbai",72.8086009249,18.9573037769,3.8,88
5293,35181,Fantasie Fine Chocolate,Desserts,400,1,Confectionery,10 AM to 8 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","38, Maharshi Karve Road, Marine Lines, Mumbai",72.8264701366,18.9426132527,3.7,34
5294,18663089,Being Healthy Kitchen,Healthy Food,450,1,,10 AM to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Near Jain Mandir, Near Pydhonie Police Station , Marine Lines, Mumbai",72.8323740000,18.9557060000,3.6,50
5295,39256,Gourmet - West End Hotel,"Continental, Mughlai, North Indian",2500,4,Fine Dining,7 AM to 11:30 PM (Mon-Sun),"West End Hotel, Marine Lines","West End Hotel, Marine Lines, Mumbai","West End Hotel, 45, New Marine Lines, Marine Lines, Mumbai",72.8278655559,18.9407200417,3.6,51
5296,47758,Castle Hotel,"Goan, North Indian, Chinese",200,1,Quick Bites,11 AM to 10 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Outside Kyani & Co., Jambul Wadi, Dhobi Talao, Marine Lines, Mumbai",72.8289330751,18.9446871979,3.6,48
5297,36888,Kit Kat,"North Indian, Chinese, Fast Food",500,2,Casual Dining,9 AM to 12 Midnight (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Anandi Lal Poddar Marg, Dhobi Talao, Marine Lines, Mumbai",72.8283530474,18.9430848080,2.9,67
5298,18643697,Adorable,"Bakery, Desserts",400,1,Bakery,"10 AM to 7 PM (Mon-Sat), Sun Closed",Marine Lines,"Marine Lines, Mumbai","Maker Bhavan 3, Ground Floor, Near Bombay Hospital, Marine Lines, Mumbai",72.8277803957,18.9412822991,3.2,25
5299,49735,Sweet Indulgence,"Bakery, Desserts",200,1,Bakery,9:30 AM to 9:30 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","17/90, 5th Floor, Neeta Building, Near Marine Lines Station, G Road, Marine Lines, Mumbai",72.8253013641,18.9439051904,3.5,22
5300,18349471,The Nocturnal Kitchen,"Chinese, North Indian",500,2,,11 AM to 10 PM,Marine Lines,"Marine Lines, Mumbai","Mazgaon, Mumbai",72.8258089721,18.9441290745,3.4,25
5301,32241,Lalit,"North Indian, Chinese, Biryani",450,1,Casual Dining,"9:50 AM a 10:10 AM (Seg),10 AM a 8 PM (Ter-Dom)",Marine Lines,"Marine Lines, Mumbai","75, Trinity Street, Timothy Building, 1st Dhobi Talav Lane, Marine Lines, Mumbai",72.8283161670,18.9439070931,3.2,29
5302,18897157,Shreeji's,Fast Food,350,1,Quick Bites,7 AM to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Shop 39, Ground Floor, Plot 39, Marine Chamber, Vithaldas Thackarsey Marg, Opposite Gol Masjid, Marine Lines, Mumbai",72.8266729787,18.9426154726,3.5,14
5303,36687,Monginis,"Bakery, Fast Food",200,1,Bakery,9:30 AM to 9:30 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","243, Chanda Mahal, Near Parsi Dairy Farm, SG Mehta Marg, Princess Street, Marine Lines East, Marine Lines, Mumbai",72.8272835165,18.9454866430,3.4,21
5304,18992755,Myfroyoland,"Frozen Yogurt, Desserts",300,1,Dessert Parlour,10 AM to 1:30 AM,Marine Lines,"Marine Lines, Mumbai","Shop 9, Kapadia Chambers, Behind Metro Cinema, Marine Lines, Mumbai",72.8289595619,18.9432636625,3.5,13
5305,16540973,Cafe Rahmaniya,"North Indian, Chinese",300,1,Quick Bites,7 AM to 12:30 AM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","26/28, 2nd Marine Street, Dhobitalao, Marine Lines, Mumbai",72.8274364024,18.9433727509,3.5,23
5306,18742194,Lassi Shop,"Beverages, Desserts",250,1,Beverage Shop,11 AM to 11:30 PM,Marine Lines,"Marine Lines, Mumbai","Shop 4, 422, Ground Floor, Jss Road, Parekh Niwas, Chira Bazaar, Marine Lines, Mumbai",72.8253016993,18.9490722070,3.4,21
5307,18711140,Dessi Cuppa,"Desserts, Beverages, Juices",200,1,Dessert Parlour,11 AM to 10:30 PM,Marine Lines,"Marine Lines, Mumbai","Plot 4, Near Gol Masjid, Marine Lines, Mumbai",72.8272349015,18.9423021587,3.6,16
5308,16541535,Jamnagari Farsan Mart,"Gujarati, Fast Food",100,1,Quick Bites,"7:30 AM to 8:30 PM (Mon-Sat), 7:30 AM to 11:30 PM (Sun)",Marine Lines,"Marine Lines, Mumbai","Shop 8, Ground Floor 32, Princess Street, Das Lane, Mumbai Fort, Marine Lines, Mumbai",72.8339830041,18.9364451747,3.5,21
5309,49917,Jyoti Bar & Restaurant,"North Indian, Chinese, Seafood",500,2,Casual Dining,"12 Noon to 4 PM, 7 PM to 12:30 AM",Marine Lines,"Marine Lines, Mumbai","88/90, Manek Building, SS Gaikwad Road, Dhobi Talao, Marine Lines, Mumbai",72.8280301765,18.9436074177,3.3,11
5310,19179761,Beat House Café,Cafe,350,1,Café,"12 Noon to 10 PM (Tue-Sun), Mon Closed",Marine Lines,"Marine Lines, Mumbai","2, Dr SC Fernandes Road, Pathak Wadi, Sonapur, Marine Lines, Mumbai",72.8271040000,18.9428750000,0,3
5311,48874,MMH,"North Indian, South Indian",250,1,Quick Bites,10 AM to 12 Midnight (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","17 B, Jamboolwadi, Jernahal Annexe, Kalba Devi Road, Marine Lines, Mumbai",72.8288264573,18.9445508384,3.3,12
5312,43526,C D'Souza,"Goan, Fast Food",400,1,Quick Bites,2 PM to 11 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","314, Cawasji Hormusji Street, Opposite Our Lady of Dollours Church, Marine Lines, Mumbai",72.8257298470,18.9441817158,2.8,12
5313,18989567,Kebab Factory & More,"North Indian, Rolls, Kebab",400,1,Quick Bites,11 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","Ground Floor, Surya Kalyani Mansion, 36/44, Wellington Street, Dhobi Talao Marine Lines, Mumbai",72.8268300900,18.9431076000,0,3
5314,18944748,Foodies Box,North Indian,200,1,Quick Bites,7 AM to 4 AM,Marine Lines,"Marine Lines, Mumbai","22/22, Mariyam Apartment, 1st Floor, 108, Ismail Curtey Road, Marine Lines, Mumbai",72.8311910000,18.9562830000,0,1
5315,36686,Monginis,"Bakery, Fast Food",200,1,Bakery,9:30 AM to 9:30 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Kakad Arcade, Liberty Cinema, Marine Lines, Mumbai",72.8267118707,18.9425799552,3.1,11
5316,18787940,Om Sandwich,Fast Food,200,1,,11 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","47, Wellington Street, Dhobi Talao, Marine Lines, Mumbai",72.8272888809,18.9451225963,3.4,9
5317,18758702,China Box Co,"Chinese, Beverages",500,2,,"12 Noon to 3 PM, 7 PM to 12 Midnight",Marine Lines,"Marine Lines, Mumbai","Shalimar Apartments, G Road, Marine Drive, Marine Lines, Mumbai",72.8254958242,18.9436857456,3.3,8
5318,36483,Chez Nous - West End Hotel,Continental,2500,4,Pub,11:30 AM to 11:30 PM,"West End Hotel, Marine Lines","West End Hotel, Marine Lines, Mumbai","West End Hotel, 45, Marine Lines, Mumbai",72.8278799728,18.9408776515,3.1,6
5319,18510212,Ravas Kitchen,"Chinese, Malwani",400,1,,12 Noon to 11 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Building 25, Tadwadi Chirabazaar, Marine Lines, Mumbai",72.8258505464,18.9476556854,0,2
5320,18989746,Aahren's Kitchen,"Continental, Pizza, North Indian, Chinese",650,2,,12 Noon to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Ground Floor, Surya Kalyani Mansion, 36/44, Wellington Street, Dhobi Talao, Marine Lines, Mumbai",72.8267195821,18.9446592918,0,2
5321,17828183,Jamal & Sameer Seekh Kebab,Fast Food,250,1,Quick Bites,6 PM to 12 Midnight (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","39, 2 Marine Chambers Building, Sir Vitthaldas Tharkesey Marg, Marine Lines, Mumbai",72.8005734086,18.9542339901,3.2,5
5322,19008469,King Chillies,"Chinese, Fast Food, North Indian",400,1,Quick Bites,"11:30 AM to 4 PM, 6:30 PM to 12:15 AM",Marine Lines,"Marine Lines, Mumbai","Plot 69, Shop 20, Ground Floor, Ap Market, Dr Cawasji Hormasji Lane, Fish Market, Dhobi Talao, Marine Lines, Mumbai",72.8276516497,18.9454428814,0,2
5323,18555913,Harvic,"Chinese, North Indian",600,2,Casual Dining,9 AM to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Opposite Metro Cinema, 1st Marine Street, Dhobitalao, Marine Lines, Mumbai",72.8285035864,18.9430128221,3.1,4
5324,34396,Pizza By The Bay,Italian,2000,4,Casual Dining,7am – 11:30pm (Mon-Sun),Churchgate,"Churchgate, Mumbai","143, Soona Mahal, Marine Drive, Churchgate, Mumbai",72.8239498700,18.9334111600,4.1,6187
5325,18424822,K Patisserie,Desserts,300,1,Dessert Parlour,9 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","218, Chandra Mahal, Dr. C.H Street, Marine Lines, Mumbai",72.8274136037,18.9452507104,0,3
5326,18801511,Shreeji's Rolls & Juices,"Fast Food, Juices, Rolls",350,1,Quick Bites,12 Noon to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Dhobi Talav, Near Gol Masjid, Marine Lines, Mumbai",72.8269965202,18.9424226641,3.0,4
5327,18869724,Sagar Juice,Beverages,300,1,Beverage Shop,10 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","321-323, Yusuf Mehar Ali Road, Navnidhan Bhavan, Near Mumbadevi Mandir, Marine Lines, Mumbai",72.8315814200,18.9523491900,0,2
5328,18548280,Badri Sweets,Mithai,500,2,Sweet Shop,"6:30 AM to 8 PM (Mon-Sat),6:30 AM to 9:30 AM (Sun)",Marine Lines,"Marine Lines, Mumbai","235, Nagdevi Street, Lohar Chaw, Marine Lines, Mumbai",72.8251387551,18.9492558117,0,3
5329,18627293,Sharda Pure Veg,"South Indian, North Indian, Chinese",300,1,Quick Bites,9 AM to 9:30 PM,Marine Lines,"Marine Lines, Mumbai","Zaveri Bazar, Near Mumbadevi Temple, Marine Lines, Mumbai",72.8253687546,18.9489726355,0,1
5330,39262,Bachelorr's,"Beverages, Fast Food, Desserts, Ice Cream, Juices",400,1,Beverage Shop,2 PM to 2:30 AM,Chowpatty,"Chowpatty, Mumbai","45, Chowpatty Sea Face, Netaji Subhash Chandra Bose Marg, Marine Drive, Chowpatty, Mumbai",72.8154077008,18.9541141275,3.9,2867
5331,37881,The Society Restaurant - The Ambassador Hotel,"North Indian, Continental, Seafood, Desserts, Salad, Steak",2500,4,Fine Dining,"12:30pm – 3pm, 7:30pm – 11:30pm (Mon),12:30pm – 3pm, 7:30pm – 12midnight (Tue-Sat),12noon – 3pm, 7:30pm – 12midnight (Sun)","The Ambassador Hotel, Churchgate","The Ambassador Hotel, Churchgate, Mumbai","The Society - Ambassador Hotel,Near Marine Drive,V.N. Road,Churchgate,Mumbai ",72.8248933330,18.9334558741,4.1,312
5332,35258,Natural Ice Cream,"Ice Cream, Desserts",150,1,Dessert Parlour,11:15 AM to 12:30 AM,Churchgate,"Churchgate, Mumbai","137, Jyoti Sadan, Beside Intercontinental, Marine Drive, Churchgate, Mumbai",72.8258450000,18.9341790000,4.2,429
5333,18306495,Sweet Endings,"Bakery, Desserts, Beverages, Healthy Food",500,2,Bakery,10 AM to 7 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","203, Avanti Building, G Road, Marine Drive, Marine Lines, Mumbai",72.8253291920,18.9438896517,0,3
5334,18614324,Trap Lounge,"Continental, Chinese, Mughlai, Finger Food, North Indian, Kebab",1800,3,Lounge,11:30 AM to 12 Midnight,Powai,"Powai, Mumbai","JVLR Road, Besides Marine Shipping Corporation, Opposite Powai Lake, A S Marg, Powai, Mumbai",72.8982457146,19.1227496342,4.0,837
5335,18935425,Fortune Cookies,"Bakery, Desserts",400,1,Bakery,10am – 5pm (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Room 14, 1st Floor, Avijah Building, Jambul Wadi, Near Metro Cinema, Marine Lines, Mumbai",72.8257362172,18.9442267463,0,1
5336,19158046,Kapoor Ice Cream,"Ice Cream, Desserts",200,1,Dessert Parlour,9 AM to 10 PM,Marine Lines,"Marine Lines, Mumbai","75/D, Shrikant Palekar Marg, Oposite Ward C, Marine Lines, Mumbai",72.8254311159,18.9475919464,0,2
5337,18989942,Shetty Ajja's Rasoi,"North Indian, Chinese, Mughlai, Fast Food",1300,3,Casual Dining,12 Noon to 12 Midnight,Marine Lines,"Marine Lines, Mumbai","Ground Floor, Surya Kalyani Mansion, 36/44, Wellington Street, Dhobi Talao, Marine Lines, Mumbai",72.8271764000,18.9430864000,0,0
5338,18740668,Ibiza Resto Bar & Cafe,"North Indian, Chinese, Continental",1200,3,Casual Dining,"12 Noon – 3 PM, 6:03 PM – 12 Midnight (Mon), 12 Noon – 4 PM, 6 PM – 12 Midnight (Tue-Sun)",Vashi,"Vashi, Navi Mumbai","Marine Centre, Marine Street, Sector 11, Vashi, Navi Mumbai",72.9992476478,19.0869111870,4.1,179
5339,46745,Cafe Coffee Day,"Cafe, Fast Food",600,2,Café,9 AM to 1 AM,Churchgate,"Churchgate, Mumbai","145, Marine Drive, Near Sea Green Hotel, Churchgate, Mumbai",72.8233740000,18.9327550000,2.4,104
5340,18685473,Fresh Juicery,"Juices, Sandwich, Fast Food, Beverages",400,1,Beverage Shop,8 AM to 11 PM,"7 Bungalows, Andheri West","7 Bungalows, Andheri West, Mumbai","77, Opposite Marine Vue, 7 Bungalows, Andheri West, Mumbai",72.8162536025,19.1286241264,4.1,96
5341,18815458,Amore Gourmet Gelato,"Ice Cream, Desserts",300,1,Dessert Parlour,11 AM to 11 PM,Marine Lines,"Marine Lines, Mumbai","Metro Inox Cinemas, M.G.Road, Dhobitalao Junction, Marine Lines, Mumbai",72.8291201591,18.9436159799,0,0
5342,18420631,Sagar Dairy Farms,Mithai,100,1,Sweet Shop,8 AM to 10 PM (Mon-Sun),Marine Lines,"Marine Lines, Mumbai","Shop 5, Kesar building 201/211, Princess Street, Shamaldas Gandhi Road, Marine Lines, Mumbai",72.8279674798,18.9457752161,0,0
5343,18795750,Santosh Fruit Juice & Milk Shake Centre,"Juices, Beverages",350,1,Beverage Shop,11 AM to 10 PM,Marine Lines,"Marine Lines, Mumbai","91, Kapadia Building, 2nd Agyari Lane, Zaveri Bazaar, Marine Lines, Mumbai",72.8255441040,18.9488565743,0,0
5344,18557547,Vezlay,North Indian,300,1,,10 AM to 10 PM,Marine Lines,"Marine Lines, Mumbai","1/11, Ground Floor, Bharat Building,  Shrikant Panikar Marg, Sonapur Street, Thira Bazaar, Marine Lines, Mumbai",72.8248852864,18.9472818130,0,0
5345,18767016,Ustaad's Rasoi,"North Indian, South Indian, Chinese, Charcoal Chicken, Afghan",800,2,,"12 Noon to 3:30 PM, 7:30 PM to 12 Midnight",Vashi,"Vashi, Navi Mumbai","Gana Nagar, Juhu Village, Marine Street, Sector 11, Vashi, Navi Mumbai",72.9995842000,19.0867055000,3.3,14
5346,19077872,Malwan Tadka Seafood Kitchen,Seafood,400,1,Quick Bites,11:30 AM to 12 Midnight,Powai,"Powai, Mumbai","JVLR, Kopri Village, Besides Marine Shipping Corporation, Opposite Powai Lake, A S Marg, Powai, Mumbai",72.8982450000,19.1227480000,0,0
5347,18505935,Hotel Al Zaika,"Chinese, Mughlai",350,1,Quick Bites,3 PM to 12 Midnight,Marol,"Marol, Mumbai","Shop 1, Mastan Estate, Nest to Fashion Garage, Opp. Jalaram Store, Marol Maroshi Road, Marol, Mumbai",72.8551587606,19.0179602968,3.2,7
5348,19122846,Dragonfly Experience,"Asian, European",2000,4,Bar,"7 PM to 1:30 AM (Tue-Sun), Mon Closed","The Orb, Marol","The Orb, Marol, Mumbai","The Orb, IA Project Road, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8782140000,19.1028720000,4.9,229
5349,18392712,The Stables - Peninsula Redpine,"American, Italian, Mexican, Continental, Biryani",1900,3,Bar,10:30 AM to 1:30 AM,"Peninsula Redpine, Marol","Peninsula Redpine, Marol, Mumbai","Peninsula Redpine, Near Airport Road Metro Station, Andheri East, Marol, Mumbai",72.8759562224,19.1096495092,4.3,1517
5350,43911,Barbeque Nation,"North Indian, Kebab, BBQ, Chinese",1300,3,Casual Dining,"Mon-Sun (12 Noon to 3 PM, 7 PM to 11 PM)","Times Square, Marol","Times Square, Marol, Mumbai","3, Ground Floor, Tower A, Times Square, Andheri-Kurla Road, Marol, Mumbai",72.8833302855,19.1075820573,4.3,2826
5351,18744755,Roots Of India,"North Indian, Continental, Mughlai, Asian",1800,3,Casual Dining,12:30 PM to 12 Midnight,"Times Square, Marol","Times Square, Marol, Mumbai","Ground Floor, Tower D, Times Square Building, Andheri-Kurla Road, Marol, Mumbai",72.8842841000,19.1085928000,4.3,621
5352,48323,Persian Darbar,"Biryani, North Indian, Chinese",1500,3,Casual Dining,10am – 3am (Mon-Sun),Marol,"Marol, Mumbai","Shop 101 & 102, Noori Baug, Andheri Kurla Road, Marol Naka, Marol, Mumbai",72.8758351877,19.1096891092,4.1,3289
5353,39773,Eva's Pizza,"Fast Food, Pizza, Sandwich, Beverages",650,2,Casual Dining,Mon-Sun (11 AM to 3:30 AM),Marol,"Marol, Mumbai","7, Harmony Apartments, Off Military Road, Marol, Mumbai",72.8876898810,19.1140928909,4.1,2465
5354,18306468,TAP,"North Indian, Chinese, Continental, Mexican",1500,3,Pub,12Noon to 1AM (Mon-Sun),"Times Square, Marol","Times Square, Marol, Mumbai","Ground Floor, Times Square Tech Park, Andheri Kurla Road, Marol, Mumbai",72.8833282739,19.1075880766,4.0,2066
5355,17945196,Burger King,"Burger, Fast Food, Beverages",500,2,Quick Bites,8 AM to 11 PM,Marol,"Marol, Mumbai","Next to Times Square Building, Marol, Mumbai",72.8825182468,19.1076726633,3.9,1153
5356,18175483,Toast - Bistro & Bar,"Continental, Italian, North Indian",2000,4,Casual Dining,7:30 AM to 1:30 AM,"T24 Residency, Marol","T24 Residency, Marol, Mumbai","T24 Residency, Off Marol Church Road, Side of Chandra Nivas, Marol, Mumbai",72.8746104240,19.1106993822,4.5,760
5357,38996,Cheelizza - India Ka Pizza,"Italian, Pizza, Fast Food",600,2,Casual Dining,11am – 11:50pm (Mon-Sun),Marol,"Marol, Mumbai","Gala Premises, Building 1, Ajay Mittal Industries, Andheri Kurla Road, Marol, Mumbai",72.8821869940,19.1071347291,4.3,693
5358,18655156,Rahat Darbar,"Chinese, Fast Food, North Indian, Mughlai",800,2,Casual Dining,Mon-Sun (12:30 PM to 0:30 AM),Marol,"Marol, Mumbai","Alpine Industrial Estate, Opposite Mumbai Residency, Marol Military Road, Marol, Mumbai",72.8856543000,19.1179300000,4.2,648
5359,18458457,Ambrosia Cafe And Deli,"Cafe, North Indian, American, Mexican",1000,3,Café,"12:30 PM to 10:30 PM (Mon-Fri), 12:30 PM to 11:30 PM (Sat-Sun)",Marol,"Marol, Mumbai","Shop 2, Wellington Business Park 2, Andheri- Kurla Road, Opposite Skyline Icon, Marol, Mumbai",72.8811587021,19.1058139631,4.2,1727
5360,18701052,The Fusion Kitchen,"Chinese, Continental, North Indian, Italian, Mexican",1600,3,Casual Dining,12:30pm – 12:30am (Mon-Sun),Marol,"Marol, Mumbai","Plot D9, Road 21, Shree Krishna Nagar, Marol MIDC Industry Estate, Near Passport Office, Marol, Mumbai",72.8754100000,19.1207750000,4.4,3399
5361,48688,Square Pizza,"Pizza, Fast Food",600,2,Quick Bites,11 AM to 11 PM (Mon-Sun),Marol,"Marol, Mumbai","4, Harmony Apartment, Near Marwa House, Marol, Mumbai Andheri East",72.8874934092,19.1140472729,3.8,921
5362,18649489,Monster Pizza,"Pizza, Fast Food",600,2,Quick Bites,11:30am – 1am (Mon-Sun),Marol,"Marol, Mumbai","Shop 3, Industrial Estate, Beside Marol Bajrang Petrol Pump, Marol, Mumbai",72.8814017773,19.1077534484,3.9,522
5363,18264821,Pizza Caprina,"Pizza, Fast Food, Italian",600,2,Casual Dining,11 AM to 4 AM,Marol,"Marol, Mumbai","4, Premier Emperor Building, Off Military Road, Near Indian Bank, Marol, Mumbai",72.8873230889,19.1152197156,3.9,712
5364,48924,Shalimar,"North Indian, Chinese, Mughlai",700,2,,11 AM to 1 AM,Marol,"Marol, Mumbai","Near Times Square Building, Andheri Kurla Road, Marol, Mumbai",72.8843803704,19.1070374698,4.0,645
5365,47988,BOX8- Desi Meals,"Fast Food, Wraps, Biryani, North Indian, Desserts, Beverages",400,1,,11AM to 1AM (Mon-Sun),Marol,"Marol, Mumbai","First Floor, HPCL Petrol Pump, Near Fire Station, Marol Naka, Marol, Mumbai",72.8780389577,19.1084516828,4.0,600
5366,37569,Benzy's Restaurant,"North Indian, Chinese, Mughlai, Kerala, Seafood",800,2,Casual Dining,7:30 AM to 11:45 PM,Marol,"Marol, Mumbai","Hotel Benzy Palace, Vijay Nagar, Marol Maroshi Road, Andheri East, Marol, Mumbai",72.8802125528,19.1200570229,3.7,1192
5367,16503230,Hit & Run,"Mughlai, Lebanese, Chinese, Rolls",700,2,Quick Bites,12 Noon to 12 Midnight,Marol,"Marol, Mumbai","Shop No.2, Antriksh Makwana Road, Near Marol Metro Station, Marol, Mumbai",72.8814141825,19.1099352628,4.1,795
5368,18551433,Malhar Tribes,"Seafood, Biryani, Goan, Chinese",1600,3,Casual Dining,"11:11 AM to 1:30 AM (Mon-Tue), 11 AM to 1:30 AM (Wed-Sun)",Marol,"Marol, Mumbai","Opposite Jalaram Traders, Marol Marushi Road, Steelmade Industrial Estate Marol, Marol, Mumbai",72.8797421604,19.1117039466,4.2,914
5369,19153682,Rassasy By Barcelos,"Tex-Mex, Mexican, Portuguese, American, European, Continental, Finger Food",1700,3,Casual Dining,12noon – 12midnight (Mon-Sun),"The Orb, Marol","The Orb, Marol, Mumbai","The Orb, La Project Road, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8782310000,19.1018770000,3.9,54
5370,19138977,Play - The Lounge,"Continental, Asian, North Indian",2300,4,Lounge,12noon – 12midnight (Mon-Sun),"The Orb, Marol","The Orb, Marol, Mumbai","Unit 14, 1st Floor, The Orb Chalet Hotel Limited, IA Project Road, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8780870000,19.1032780000,4.4,91
5371,17974916,Jughead's,"Continental, American, North Indian, Chinese",1600,3,Casual Dining,12 Noon to 1 AM,"Times Square, Marol","Times Square, Marol, Mumbai","Times Square, Marol, Mumbai",72.8840612000,19.1078555000,3.8,655
5372,19098846,Chimichurri,"Cantonese, Japanese, Asian",1300,3,Casual Dining,11:30am – 1am (Mon-Sun),"Times Square, Marol","Times Square, Marol, Mumbai","Shop 4, B Wing, Times Square, Andheri East, Marol, Mumbai",72.8832760000,19.1077260000,4.3,219
5373,18285952,Gluttony,"Bakery, Desserts",700,2,Bakery,8am – 1am (Mon-Sun),Marol,"Marol, Mumbai","Gala M12, KBM Compound, Marol Cooperative Industrial Estate Road, Gamdevi, Andheri East, Marol, Mumbai",72.8868148103,19.1194795312,4.1,1196
5374,32083,Uncle's Chinese Corner,Chinese,700,2,Casual Dining,"11 AM to 3:30 PM, 6 PM to 12 Midnight",Marol,"Marol, Mumbai","2, Daffodils Building, Usha Sadan CHS, Vijay Nagar, Marol Maroshi Road, Marol, Mumbai",72.8802839667,19.1199787781,3.9,649
5375,18357371,Amar Juice Centre,"Fast Food, South Indian, North Indian, Chinese, Street Food, Desserts, Beverages",700,2,Quick Bites,9:15 AM to 11:15 PM,Marol,"Marol, Mumbai","Unit /Gala 8 & 9, Ground floor, Building 1, Ajay Mittal Industrial Premises, Andheri Kurla Road, Marol, Mumbai",72.8821977228,19.1072414924,3.7,452
